content;content_language;content_ori;sentiment
"Análise de filme surpreendente da Amazon: o Sr. Iyer, um homem muçulmano, uma mulher hindu, uma criança jogados juntos em uma viagem de ônibus em Calcutá, Índia, interrompida por um motim religioso local. O homem, a mulher e o bebê se preparam para embarcar no ônibus com um amigo da família, apresentando o homem e a mulher. O homem agradece à mulher; o pai está ajudando a obter uma passagem para a floresta, tirando fotos da vida selvagem e retornando à família. Acreditam que o apelido hindu de Raja é 'Raja' e pede para assistir sua filha Meenakshi, um bebê viajando sozinho. Eles se encontram com o marido de Meenakshi, lutando com o bebê no ônibus. Raja ajuda a acabar com a situação sentada ao lado dele, eventualmente revelando ser um extremista hindu repelido. A bordo do ônibus, um passageiro interroga e tenta identificar homens muçulmanos. O Sr. Iyer afirma que o homem ao lado é o marido dele. O Sr. Iyer ordena que ele salve sua vida. Desenvolvimento: Raja e Meenakshi dependem um do outro, eventualmente formando uma amizade sutil, inteligente e envolvente. A história é auxiliada por paisagens deslumbrantes, uma trilha sonora agradável e números musicais. Uma trama esperada politicamente violenta está no centro da opinião das pessoas sobre o preconceito e a mudança. É um dos melhores filmes que já vi na cinematografia indiana. Espero ver um filme como Sr. Sr. Iyer vir à Índia. Também pode gostar do filme 'Terra, Água', dirigido por Deepa Mehta, ou 'Hey Ram', dirigido por Kamal Hassan.";en-us;surprising review film amazon movie mr mr iyer muslim man hindu woman child thrown together bus ride calcutta india halted local religious riot man woman infant prepare board bus friend family seeing introduce man woman man thanks woman father helping obtain pas forest taking wildlife photograph return family think hindu nickname raja asks watch daughter meenakshi infant travel alone meet husband meenakshi struggle infant bus raja help end sitting next eventually discloses muslim repelled hindu militant board bus interrogate passenger identify muslim men mr iyer claim man next husband mr iyer order save life development raja meenakshi reliance eventually friendship subtle intelligent compelling storyline assisted great scenery nice soundtrack musical number expected storyline political violent center people opinion prejudice change one best film seen come indian cinema look forward seeing movie like mr mr iyer come india like movie may also enjoy film earth water directed deepa mehta hey ram directed kamal hassan;Positive
lembrar de ter visto um programa especial de Natal na televisão tarde cedo, um ótimo DVD para toda a família, dar uma janela de proclamação, parar a filmagem em ação, parte da história do cinema, aproveitar;en-us;remember seeing christmas special television late early great dvd whole family give window clamation stop action filming part film history enjoy;Neutral
jogo de amor trono geralmente esperar mostrar vir dvd assistir;en-us;love game throne usually wait show come dvd watch;Neutral
clássico Robin Williams;en-us;classic robin williams;Positive
série violenta e perturbadora, personagem que se torna gente de verdade, mesmo suportando, vício persistente;en-us;violent disturbing series character come real people even enduring ever get hooked;Positive
incomodar um primeiro um ótimo terrível ver matar a lei em vez de qualquer outra coisa importar sequência da rodovia perto de legal um mau garoto;en-us;bother one first one great terrible see kill bill instead anything else matter freeway sequence nowhere near cool one bad boy;Negative
Meu marido passou uma tarde maravilhosa assistindo e curtindo muito o filme 'Beyond the Sea', fiquei impressionado com o sucesso de bilheteria. É provavelmente um dos melhores filmes da era de Bobby Darin, ainda fascinante para ver o homem por trás da música, a história é contada de forma que faz você reviver a vida dele e ajudar um jovem garoto. Queria poder dizer ao Kevin Spacey qual trabalho fantástico ele fez no filme, seria o melhor filme, o melhor ator, o melhor diretor. É óbvio que o homem despejou seu coração e alma nesse projeto, um fabuloso cantor e dançarino acertou em cheio como Bobby em todos os aspectos. Quero ver.;en-us;husband spent wonderful afternoon watching thoroughly enjoing kevin spacey beyond sea amazed movie huge hit box office probably one mutilated blown grew bobby darin era loved music still fascinating see man behind music way story told bobby reliving life help young boy brilliant wish could tell kevin spacey person fantastic job movie way would best movie best actor best director obvious man poured heart soul endeavor fabulous singer dancer nailed bobby every way movie want see;Positive
precisa perguntar;en-us;must ask;Neutral
como um reality show, hipnotizado, finalmente sentar, primeiro dia, primeira coisa a fazer, verificar, TLC, ver o programa, assim sendo, razão pela qual finalmente comprei o DVD, imagine como criar uma criança pequena, hora do dia sozinha, câmera filmando cada movimento, ouvindo cada palavra, criança bem comportada, criança bem comportada, Jon e Kate, personalidade, elogio, extremamente organizado, levar a vida, vir junto, gostar muito do programa, temporada lançada em novembro, comprando bem;en-us;like reality show show mesmerized finally sit day first thing check tlc see program thus reason finally bought dvd imagine like raise small child hour day alone camera face watching every move hearing every word child well behaved well behaved child jon kate personality compliment extremely organized take life come along thoroughly enjoy program season released november buying well;Positive
star wars as prequels não são como modelos superestrela estereotipadas, com certeza bonitas, há muito, com certeza efeitos especiais impressionantes, som e vídeo nítidos e claros, incríveis. Há um coração real na trama, personagens memoráveis, diálogos de cenas ótimos e atuações excelentes. Ummmm, realmente gostaria que Jar Jar e Anakin jovem caíssem no universo ruim. Ainda sou viciado em Star Wars, preciso ver o herói na mais alta definição, com o melhor som, compre por favor. J.J. Abrams salve o universo sem muitos flares de luz.;en-us;star war prequels lot like stereotypical supermodel sure pretty look there much sure special effect sound video crisp clear awesome there real heart plot memorable character memorable line scene dialogue great acting ummmmm really wish jar jar young anakin would fall universe bad still star war junkie needing see hero highest definition best sound buy please jj abrams save universe without many light flare;Positive
contou um bom programa assistiu episódio bom programa;en-us;told good show watched episode good show;Positive
Alguém notou que, ao prestar atenção de verdade, percebeu que o Lula Molho é um bom sujeito? Aquele bicho amarelo realmente é um idiota. O Lula Molho só quer ir trabalhar, ir para casa, viver em paz. Ele é a versão subaquática do Dennis Mitchell. A vida seria muito melhor para todos se simpatizássemos com o Lula Molho.;en-us;anyone say spongebob actually started paying close attention realized squidward good guy yellow freak really jackass squidward want go work go home live peace spongebob underwater equivalent dennis mitchell everyone life would much better funny sympathize squidward;Positive
entretenimento puro;en-us;pure entertainment;Neutral
Ótimo produto, ótimo preço;en-us;great product great price;Neutral
amor, humor, DVD, lembrar, Benny Show, oitenta, transmitido na TV mexicana, México, cortar, tudo, meia hora, mais comercial, quase impossível de ver do início dos anos setenta, coisas, DVD, hora, rir, boa comédia, parte favorita, Benny Quikies, como rir, Benny Hill, um;en-us;love humor dvd remember benny show eighty broadcasted mexican tv mexico cut everything half hour plus commercial almost impossible see early seventy stuff dvd hour laugh good comedy favourite part benny quikies like laugh benny hill one;Positive
filme interessante;en-us;interesting movie;Positive
Série de filmes do Marvel Studio baseada em herói de história em quadrinhos. A mais recente edição pode ser a melhor para o Chris Evans, personagem principal homônimo. Robert Downey Jr., como Homem de Ferro, enfrenta muita supervisão. Um herói da Terra aprimorado aceita o esforço de frustrar uma força do mal, com um grande número de personagens envolvidos em um combate. Teremos o primeiro olhar sobre Pantera Negra, o herói original afro-americano da Marvel. O filme também marca a primeira aparição do Homem-Aranha em um filme da Marvel, embora ele tenha aparecido em cinco filmes produzidos pela Sony Pictures e retratado de forma agradável, dando aos fãs algo para esperar ansiosamente nos próximos filmes. Dirigido por Anthony Joe Russo, o diretor excelente de Capitão América: O Soldado Invernal, a trama de ação é tratada de uma maneira que mantém a linha da história simplificada e clara, equilibrando as interações dos personagens sem se tornar confusa ou barulhenta. A história com CGI é vagamente baseada em um arco de história da Marvel do ano passado, o que é bastante necessário para pelo menos ver o que foi dito nos filmes anteriores de Capitão América, dirigidos por Peyton Reed (Ant-Man) e Joss Whedon (Vingadores: Era de Ultron). A trama faz referência aos relacionamentos dos personagens, tornando tudo completamente claro e um bom filme que vale a pena possuir. Compre dois discos: um padrão, um digital, um DVD regular e um Blu-ray em DVD player normal. Leia também o novo formato HD Blue Ray disc, um Blue Ray regular. Você pode ler o disco e entender um novo player vindo. Recomenda-se comprar esperando um Pop Blue Ray para obter a experiência. Provavelmente haverá problemas com um Blu-Ray em um modelo mais antigo.;en-us;fan marvel studio series movie based comic book hero latest installment may best back chris evans eponymous titular character robert downey jr iron man face much oversight earth enhanced hero accept effort thwart force evil side drawn whole plethora character drawn melee side get first look black panther marvel original african american hero soon film also first appearance spider man marvel film though appeared five film produced sony picture portrayed nicely give fan something look forward later film directed anthony joe russo director excellent captain america winter soldier plot action handled manner keep story line streamlined clear juggle character interaction without becoming confusing loud whirl cgi story loosely based story arc marvel comic year back loosely pretty necessary least seen said previous russo captain america film well director peyton reed ant man joss whedon avenger age ultron beforehand plot reference character relationship completely clear even good movie worth owning purchase two disc one standard digital dvd regular blu ray dvd player read also new format hd blue ray disc regular blu ray could read disc understand new player coming read format advised buying expecting pop blue ray get experience probably issue blu ray older model;Positive
